time,a,b,C,t,a_after,b_after
154816,490,81,,34804,,
154821,489.7,81,,34805,,
154826,489.7,81,,34806,88.6,25
154831,490.7,81,,34807,,
154836,491.2,81,,34808,,
154841,491.4,81,,34809,,
154846,492,81,,34810,,
154851,492,81,,34811,89.8,25
154856,491,81,,34812,,
154861,491.1,81.35,,34813,,
154866,491,81,,34814,,
154871,491.1,81,,34815,,
154876,491,81,,34816,89,25
154881,490.9,81,,34817,,
154886,491,81,,34818,,
154891,489.9,81.33,,34819,,
154896,489.1,81.35,,34820,,
154901,489,81,,34821,88.6,25
154906,489.3,81,,34822,,
154911,489,81,,34823,,
154916,489,81.33,,34824,,
154921,489.1,81.33,,34825,,
154926,489,81,,34826,88.9,25
154931,489.9,81,,34827,,
154936,490,81,,34828,,
154941,490.1,81,,34829,,
154946,490.2,81,,34830,,
154951,490,81,,34831,88,25
154956,491,81,,34832,,
154961,490.9,81,,34833,,
154966,490,81,,34834,,
154971,491,81,,34835,,
154976,491,81,,34836,88,25
154981,490.1,81.33,,34837,,
154986,490,81,,34838,,
154991,490.2,81,,34839,,
154996,490,81,,34840,,
155001,490.7,79.53,,34841,88.1,25
155006,483.4,77.75,,34842,,
155011,476.3,76.74,,34843,,
155016,472.2,76,,34844,,
155021,472.6,76,,34845,,
155026,471,76,,34846,88,25
155031,470.3,75.81,,34847,,
155036,467.3,76.4,,34848,,
155041,467.3,78.53,,34849,,
155046,478.7,80,,34850,,
155051,484,80,,34851,87.5,25
155056,486,81,,34852,,
155061,486,81.23,,34853,,
155066,486.4,81.53,,34854,,
155071,486,82,,34855,,
155076,487.5,82,,34856,88,25
155081,488,82,,34857,,
155086,487.7,82,,34858,,
155091,488,82,,34859,,
155096,489.6,82,,34860,,
155101,490,81.85,,34861,87.4,24.86
155106,492,82,,34862,,
155111,493,82,,34863,,
155116,493.7,81,,34864,,
155121,494,80.66,,34865,,
155126,493.3,80.21,,34866,88,25
155131,492.5,79.9,,34867,,
155136,489.8,80,,34868,,
155141,488,80,,34869,,
155146,488,80,,34870,,
155151,487.5,80,,34871,86.9,25
155156,486.6,80,,34872,,
155161,486.6,79.6,,34873,,
155166,486,80,,34874,,
155171,485.4,79.5,,34875,,
155176,484.1,79.69,,34876,87,25
155181,484.2,80,,34877,,
155186,484,80,,34878,,
155191,484.5,80.61,,34879,,
155196,485,81,,34880,,
155201,486.3,81,,34881,88.3,25
155206,487,81,,34882,,
155211,487,81,,34883,,
155216,487,81,,34884,,
155221,487.3,80.93,,34885,,
155226,487.6,80.74,,34886,87.6,25
155231,488.7,80.44,,34887,,
155236,488.4,80.21,,34888,,
155241,488.6,80,,34889,,
155246,487,80,,34890,,
155251,487.8,79,,34891,88,25
155256,486.1,79.3,,34892,,
155261,486,79,,34893,,
155266,485.1,79,,34894,,
155271,485.2,79,,34895,,
155276,484,79,,34896,88.6,25
155281,484.1,79.3,,34897,,
155286,484,79,,34898,,
155291,483.9,79.3,,34899,,
155296,484,79,,34900,,
155301,484.9,78.17,,34901,87.1,25
155306,481,77,,34902,,
155311,471.2,76.64,,34903,,
155316,472,76,,34904,,
155321,470.3,76,,34905,,
155326,469.9,76.43,,34906,88,25
155331,471.1,76,,34907,,
155336,470.2,76.11,,34908,,
155341,469,76.11,,34909,,
155346,469,76,,34910,,
155351,469.9,76,,34911,88.5,24.54
155356,469,76,,34912,,
155361,468.6,76,,34913,,
155366,468,76,,34914,,
155371,467,76,,34915,,
155376,467,76,,34916,87,24.55
155381,467,76,,34917,,
155386,467.4,76,,34918,,
155391,467,76,,34919,,
155396,466.3,76,,34920,,
155401,466.1,76.11,,34921,87,24.82
155406,466.1,76,,34922,,
155411,466,77,,34923,,
155416,468,79,,34924,,
155421,474,80,,34925,,
155426,481.9,80.62,,34926,108,31.17
155431,483.3,81,,34927,,
155436,483.2,80.64,,34928,,
155441,483,81,,34929,,
155446,484.1,81,,34930,,
155451,484.7,81,,34931,130,33
155456,485.4,81,,34932,,
155461,486.2,80.62,,34933,,
155466,487,81,,34934,,
155471,487.5,81,,34935,,
155476,488,81,,34936,143.4,33.86
155481,488.1,81,,34937,,
155486,488,81,,34938,,
155491,488.5,81,,34939,,
155496,488,81,,34940,,
155501,487.4,81,,34941,145,34
155506,487,80,,34942,,
155511,483.1,77.75,,34943,,
155516,476.7,76.83,,34944,,
155521,471.9,76.64,,34945,,
155526,470.1,77,,34946,145.9,34
155531,470.3,77,,34947,,
155536,470.1,77,,34948,,
155541,469.9,78.47,,34949,,
155546,478.7,80.93,,34950,,
155551,487.7,82.01,,34951,146,34
155556,492.9,82.55,,34952,,
155561,494.9,83,,34953,,
155566,496,83,,34954,,
155571,496.4,83,,34955,,
155576,496.5,83,,34956,148.3,34
155581,496.3,82.84,,34957,,
155586,496,83,,34958,,
155591,495.9,83,,34959,,
155596,496,83,,34960,,
155601,497.2,83,,34961,147.5,34
155606,497,83,,34962,,
155611,497.8,83,,34963,,
155616,497,83,,34964,,
155621,496.4,83,,34965,,
155626,495.8,83,,34966,148,34
155631,495.7,83,,34967,,
155636,496,82.84,,34968,,
155641,495.8,82.86,,34969,,
155646,496,83,,34970,,
155651,496.6,83,,34971,148.3,34
155656,497,83,,34972,,
155661,498,83,,34973,,
155666,497.9,82.64,,34974,,
155671,498.3,82.36,,34975,,
155676,497.9,82.15,,34976,150.2,34
155681,498,82,,34977,,
155686,497.4,82,,34978,,
155691,498,82,,34979,,
155696,498.1,82,,34980,,
155701,497.2,82.15,,34981,150.1,34.37
155706,496.3,81.85,,34982,,
155711,496,82,,34983,,
155716,494.8,82,,34984,,
155721,494.2,82,,34985,,
155726,494.1,82,,34986,149.6,34.27
155731,493.6,82,,34987,,
155736,494,82,,34988,,
155741,494.4,82,,34989,,
155746,494.5,82,,34990,,
155751,494.7,82,,34991,149.5,34
155756,494.7,82,,34992,,
155761,495.3,81.85,,34993,,
155766,496.2,80.27,,34994,,
155771,485.4,75.84,,34995,,
155776,466,74,,34996,151,34
155781,455.5,74,,34997,,
155786,454,73,,34998,,
155791,451,75,,34999,,
155796,465.8,79.66,,35000,,
155801,485.9,81.53,,35001,150.8,33.85
155806,491,82,,35002,,
155811,493.5,82.54,,35003,,
155816,494,83,,35004,,
155821,495.1,83.07,,35005,,
155826,495,83,,35006,151,34
155831,494,83,,35007,,
155836,497.5,80.12,,35008,,
155841,488,78,,35009,,
155846,469.5,76.13,,35010,,
155851,467,76,,35011,150.8,33
155856,465.9,76,,35012,,
155861,467.9,76,,35013,,
155866,469.1,76,,35014,,
155871,470.1,75.36,,35015,,
155876,469.6,76.08,,35016,150,33
155881,471.5,78.36,,35017,,
155886,480.7,79.6,,35018,,
155891,484.5,80.11,,35019,,
155896,485.2,80.5,,35020,,
155901,485.5,81,,35021,150.6,33
155906,486,81,,35022,,
155911,485.4,81.6,,35023,,
155916,485,82,,35024,,
155921,485.9,82,,35025,,
155926,486,82,,35026,149,33
155931,486.6,82,,35027,,
155936,486,82,,35028,,
155941,488.2,81.96,,35029,,
155946,490,82,,35030,,
155951,491.2,82,,35031,149.3,33
155956,492.9,82,,35032,,
155961,494.7,82,,35033,,
155966,495.5,82,,35034,,
155971,497.4,82,,35035,,
155976,498.5,82,,35036,148.2,33
155981,499,82,,35037,,
155986,499.2,82,,35038,,
155991,498.2,82,,35039,,
155996,498,82,,35040,,
156001,497.3,81.96,,35041,147.8,32.82
156006,495.9,82,,35042,,
156011,495,82,,35043,,
156016,493,82,,35044,,
156021,492,82,,35045,,
156026,490.5,82,,35046,147,33
156031,490,82,,35047,,
156036,489.5,82,,35048,,
156041,490,82,,35049,,
156046,489.9,82,,35050,,
156051,490,82,,35051,146,33
156056,492.1,81.97,,35052,,
156061,492.6,81.95,,35053,,
156066,503,79.09,,35054,,
156071,485.6,76.42,,35055,,
156076,476.9,74.06,,35056,145.9,33
156081,463.8,73.15,,35057,,
156086,450.7,72.34,,35058,,
156091,450,72.05,,35059,,
156096,448.7,72,,35060,,
156101,448.7,72,,35061,145.2,33
156106,448.4,72,,35062,,
156111,446.8,72,,35063,,
156116,447,72,,35064,,
156121,438,75.11,,35065,,
156126,455,78,,35066,146,33
156131,462,78,,35067,,
156136,474.7,81.65,,35068,,
156141,487,83,,35069,,
156146,491,83,,35070,,
156151,494,83,,35071,145.1,33
156156,494.3,83,,35072,,
156161,494,83,,35073,,
156166,495.3,83,,35074,,
156171,496.2,83,,35075,,
156176,498,83,,35076,147.4,33
156181,498.9,83.37,,35077,,
156186,500.4,80.79,,35078,,
156191,495,79.32,,35079,,
156196,491.6,78.25,,35080,,
156201,492.4,75.59,,35081,148,33
156206,468.2,73.28,,35082,,
156211,455.3,73.01,,35083,,
156216,455,73,,35084,,
156221,455,74,,35085,,
156226,455,74,,35086,148.7,33
156231,456,75,,35087,,
156236,458,75,,35088,,
156241,456.6,75.61,,35089,,
156246,458,76,,35090,,
156251,456.9,75.91,,35091,149,33
156256,457.7,76,,35092,,
156261,457,76.72,,35093,,
156266,460.6,77,,35094,,
156271,460,77,,35095,,
156276,460,76.74,,35096,149,32.83
156281,460,77,,35097,,
156286,460.2,77,,35098,,
156291,461.3,77,,35099,,
156296,462.3,77,,35100,,
156301,463.6,76.72,,35101,149.6,32.83
156306,464,76.74,,35102,,
156311,464.5,77,,35103,,
156316,465.3,77,,35104,,
156321,466,77,,35105,,
156326,466.1,76.74,,35106,149.6,33
156331,467,77,,35107,,
156336,466.6,77,,35108,,
156341,466,77,,35109,,
156346,466,77,,35110,,
156351,466,77,,35111,149,33
156356,465.4,76.72,,35112,,
156361,465,76.72,,35113,,
156366,464,77,,35114,,
156371,463.5,77,,35115,,
156376,462.8,77,,35116,150,33
156381,463.4,77,,35117,,
156386,463.4,76.72,,35118,,
156391,463.6,77,,35119,,
156396,462.9,77,,35120,,
156401,462.8,77,,35121,149.7,33
156406,463,77,,35122,,
156411,462.9,77,,35123,,
156416,464,77,,35124,,
156421,464.5,76.72,,35125,,
156426,464,77,,35126,149.6,33
156431,465,77,,35127,,
156436,465,77,,35128,,
156441,465,77,,35129,,
156446,465,76.74,,35130,,
156451,465,77,,35131,149,33
156456,465,77,,35132,,
156461,464,77,,35133,,
156466,464.3,77,,35134,,
156471,464,77,,35135,,
156476,463.6,77,,35136,148,33
156481,464.8,76.72,,35137,,
156486,465,77,,35138,,
156491,464.5,76.74,,35139,,
156496,464.3,76.72,,35140,,
156501,464.2,77,,35141,148.1,33
156506,464.4,77,,35142,,
156511,464,77,,35143,,
156516,464,77,,35144,,
156521,464,77,,35145,,
156526,464,77,,35146,148.4,33
156531,462.8,76.74,,35147,,
156536,463,77,,35148,,
156541,463.4,76.72,,35149,,
156546,464,77,,35150,,
156551,464,77,,35151,146,33
156556,464,77,,35152,,
156561,464,77,,35153,,
156566,464.9,77,,35154,,
156571,465,77,,35155,,
156576,466,77,,35156,147.1,33
156581,466,77,,35157,,
156586,465.9,76.74,,35158,,
156591,465.6,76.79,,35159,,
156596,455.2,78.79,,35160,,
156601,473,79.6,,35161,147.3,32.83
156606,478,80.02,,35162,,
156611,480,80.52,,35163,,
156616,483.1,81,,35164,,
156621,482,81,,35165,,
156626,482,81,,35166,147.7,33
156631,482,81,,35167,,
156636,485.2,81,,35168,,
156641,486,81,,35169,,
156646,486,81.15,,35170,,
156651,487,81,,35171,147,33
156656,488,81,,35172,,
156661,488.8,81.13,,35173,,
156666,489.2,81,,35174,,
156671,490,81,,35175,,
156676,490.6,81,,35176,147.5,33
156681,490.9,81,,35177,,
156686,490,81,,35178,,
156691,490,81,,35179,,
156696,490,81,,35180,,
156701,489.5,81,,35181,148,33
156706,490,81,,35182,,
156711,489.5,81,,35183,,
156716,488,79,,35184,,
156721,487.2,78.17,,35185,,
156726,475,77,,35186,148.5,33
156731,475,77,,35187,,
156736,476.1,76.51,,35188,,
156741,470,77,,35189,,
156746,470.7,77,,35190,,
156751,470,77,,35191,148.7,33
156756,470,78,,35192,,
156761,471,78,,35193,,
156766,475.6,79.9,,35194,,
156771,480.5,80.2,,35195,,
156776,482,80,,35196,148.5,33
156781,482.2,80.21,,35197,,
156786,482.2,80,,35198,,
156791,482,80,,35199,,
156796,478.4,79,,35200,,
156801,475,78,,35201,149,33
156806,474,77.43,,35202,,
156811,472.2,77,,35203,,
156816,472.6,77,,35204,,
156821,470.8,76,,35205,,
156826,471,76,,35206,149,33
156831,470.5,76,,35207,,
156836,471,76,,35208,,
156841,470.4,76.41,,35209,,
156846,471,76,,35210,,
156851,469.5,76,,35211,149.4,33
156856,469,76,,35212,,
156861,468.3,76,,35213,,
156866,468,76,,35214,,
156871,467,76,,35215,,
156876,466.8,76.43,,35216,148.3,33
156881,466.3,76,,35217,,
156886,466.2,76.41,,35218,,
156891,466.3,76,,35219,,
156896,467.2,76,,35220,,
156901,467,76.43,,35221,148.4,32.85
156906,466.4,76,,35222,,
156911,467,76,,35223,,
156916,467.4,76,,35224,,
156921,467.7,76,,35225,,
156926,468,76,,35226,147.4,33
156931,468,76,,35227,,
156936,468.4,76,,35228,,
156941,468,76,,35229,,
156946,468.6,76,,35230,,
156951,468,76,,35231,148.3,33
156956,468.8,76.43,,35232,,
156961,468.7,76.41,,35233,,
156966,468.3,76.43,,35234,,
156971,468,76,,35235,,
156976,468,76,,35236,149,33
156981,468,76,,35237,,
156986,467.4,76,,35238,,
156991,467,76.41,,35239,,
156996,467.4,76.43,,35240,,
157001,466.8,76.41,,35241,148.2,33
157006,467.5,76.41,,35242,,
157011,468,76,,35243,,
157016,467.7,76,,35244,,
157021,468,76.43,,35245,,
157026,467,76,,35246,148,33
157031,468,76,,35247,,
157036,466.9,76,,35248,,
157041,467,76,,35249,,
157046,468,76,,35250,,
157051,468,76,,35251,148,33
157056,468.2,76,,35252,,
157061,468,76,,35253,,
157066,468,76,,35254,,
157071,467,76,,35255,,
157076,468.4,76.43,,35256,148,33
157081,468.3,76.43,,35257,,
157086,472,78.99,,35258,,
157091,476.3,79.7,,35259,,
157096,479.7,79.89,,35260,,
157101,480.6,80,,35261,147.6,33
157106,480.3,80,,35262,,
157111,480.3,80,,35263,,
157116,480,80,,35264,,
157121,480.1,80,,35265,,
157126,479.5,80,,35266,148.4,33
157131,480.1,80,,35267,,
157136,480.9,80,,35268,,
157141,485.7,78.76,,35269,,
157146,478,78,,35270,,
157151,476.9,77.02,,35271,147,33
157156,473,76,,35272,,
157161,470,76,,35273,,
157166,470,76,,35274,,
157171,470.7,78.04,,35275,,
157176,474,78,,35276,147.7,33
157181,479.4,79.7,,35277,,
157186,482,80,,35278,,
157191,483,80,,35279,,
157196,482.6,80,,35280,,
157201,481.9,80.27,,35281,147.6,32.83
157206,483.8,80,,35282,,
157211,482.3,80.93,,35283,,
157216,485.6,81,,35284,,
157221,486,81,,35285,,
157226,485,81,,35286,148.8,33
157231,485.5,81,,35287,,
157236,485.8,81,,35288,,
157241,485.8,81,,35289,,
157246,486.4,81,,35290,,
157251,486.5,81,,35291,147.9,33
157256,486.7,81,,35292,,
157261,487.8,80.93,,35293,,
157266,488.2,81,,35294,,
157271,488,81,,35295,,
157276,489.1,81,,35296,148.3,33
157281,489,81,,35297,,
157286,490,81,,35298,,
157291,490,81,,35299,,
157296,488.8,81,,35300,,
157301,489.2,81,,35301,148,33
157306,489,81,,35302,,
157311,488.8,81,,35303,,
157316,488.4,81,,35304,,
157321,488,80.93,,35305,,
157326,487.9,81,,35306,149.1,33
157331,488,81,,35307,,
157336,487.4,81,,35308,,
157341,487.3,81,,35309,,
157346,487.4,81,,35310,,
157351,487,81,,35311,149,33
157356,487.8,81,,35312,,
157361,488,81,,35313,,
157366,487.4,81,,35314,,
157371,487,81,,35315,,
157376,488,81,,35316,148.2,32.54
157381,487.7,80.93,,35317,,
157386,488.5,81,,35318,,
157391,488,81,,35319,,
157396,488.1,81,,35320,,
157401,488,81,,35321,148,33
157406,488.2,81,,35322,,
157411,488.3,81,,35323,,
157416,488,81,,35324,,
157421,488.4,81,,35325,,
157426,488.9,81,,35326,148,32.22
157431,488.7,81,,35327,,
157436,488.2,81,,35328,,
157441,488.5,80.93,,35329,,
157446,488.2,81,,35330,,
157451,488,81,,35331,145.8,32
157456,488,81,,35332,,
157461,488,81,,35333,,
157466,488,81,,35334,,
157471,487.7,81,,35335,,
157476,488,81,,35336,145.7,32
157481,486.9,81,,35337,,
157486,487,81,,35338,,
157491,487.7,81,,35339,,
157496,487.9,81,,35340,,
157501,487.6,80.93,,35341,146.3,32.22
157506,487.6,81,,35342,,
157511,487.5,81,,35343,,
157516,488,81,,35344,,
157521,488.4,81,,35345,,
157526,488.4,81,,35346,146,32
157531,488.5,81,,35347,,
157536,488,81,,35348,,
157541,488.4,81,,35349,,
157546,488.6,81,,35350,,
157551,488,81,,35351,145.4,32
157556,488.6,81,,35352,,
157561,488.5,80.93,,35353,,
157566,488.2,81,,35354,,
157571,488,81,,35355,,
157576,488.8,81,,35356,146,32
157581,488.2,81,,35357,,
157586,488.3,81,,35358,,
157591,487.6,81,,35359,,
157596,488,81,,35360,,
157601,487.7,81,,35361,145.6,32
157606,487.5,81,,35362,,
157611,487.6,81,,35363,,
157616,487.6,81,,35364,,
157621,487.8,80.93,,35365,,
157626,488,81,,35366,145,32
157631,488,81,,35367,,
157636,488.4,81,,35368,,
157641,488,81,,35369,,
157646,489,81,,35370,,
157651,489,81,,35371,145.5,32
157656,488.7,81,,35372,,
157661,489,81,,35373,,
157666,488.7,81,,35374,,
157671,487.9,81,,35375,,
157676,487.6,81,,35376,146,32
157681,487.3,80.93,,35377,,
157686,488,81,,35378,,
157691,488.3,81,,35379,,
157696,488,81,,35380,,
157701,488.1,81,,35381,145.6,32
157706,487.8,81,,35382,,
157711,487.6,81,,35383,,
157716,487,81,,35384,,
157721,488.2,81,,35385,,
157726,488,81,,35386,145.4,32
157731,487.8,81,,35387,,
157736,488,81,,35388,,
157741,487.7,80.93,,35389,,
157746,488,81,,35390,,
157751,489,81,,35391,146,32
157756,488,81,,35392,,
157761,488.4,81,,35393,,
157766,488,81,,35394,,
157771,487.7,81,,35395,,
157776,488,81,,35396,145.9,32
157781,488.8,81,,35397,,
157786,488.7,80.33,,35398,,
157791,488.4,76.78,,35399,,
157796,466.9,74.52,,35400,,
157801,459,73.87,,35401,145.7,32.22
157806,454.6,74,,35402,,
157811,454.9,74,,35403,,
157816,455,74,,35404,,
157821,454.8,73.47,,35405,,
157826,453.7,73,,35406,146.7,32
157831,453.4,73,,35407,,
157836,453.4,73,,35408,,
157841,453,73,,35409,,
157846,452,73,,35410,,
157851,452,73,,35411,146.7,32
157856,450.9,73,,35412,,
157861,450.8,73.47,,35413,,
157866,450.4,73,,35414,,
157871,450,75,,35415,,
157876,465.2,79.08,,35416,147,32
157881,471,80,,35417,,
157886,480.3,80.52,,35418,,
157891,482,81,,35419,,
157896,482.8,81,,35420,,
157901,482.7,81,,35421,147,32
157906,484.1,79.33,,35422,,
157911,480.5,77.47,,35423,,
157916,473.4,76.63,,35424,,
157921,470.6,75.92,,35425,,
157926,468,75.6,,35426,146.3,32
157931,467,76,,35427,,
157936,468,76,,35428,,
157941,468,76.72,,35429,,
157946,469,78,,35430,,
157951,478.2,79.48,,35431,147,32
157956,481.7,80.11,,35432,,
157961,483,80,,35433,,
157966,483,81,,35434,,
157971,484.4,81,,35435,,
157976,484,81.13,,35436,147,32
157981,484.2,81.33,,35437,,
157986,485.1,81.35,,35438,,
157991,486,81,,35439,,
157996,486,81,,35440,,
158001,487,81,,35441,145.1,32
158006,487,81,,35442,,
158011,487,81,,35443,,
158016,487.3,80,,35444,,
158021,486.4,80,,35445,,
158026,485,79,,35446,144,32
158031,485,79,,35447,,
158036,485.9,79.2,,35448,,
158041,484.7,79.1,,35449,,
158046,485,79,,35450,,
158051,469.8,73.2,,35451,145.7,32
158056,449.9,71.75,,35452,,
158061,444.4,71,,35453,,
158066,441,71,,35454,,
158071,440.5,71,,35455,,
158076,439.9,71,,35456,146,32
158081,439,71,,35457,,
158086,439,71,,35458,,
158091,438,71,,35459,,
158096,438,71,,35460,,
158101,436.5,71.03,,35461,146.5,32.22
158106,436,71,,35462,,
158111,436,71,,35463,,
158116,435.7,71,,35464,,
158121,434.4,71,,35465,,
158126,435.1,71,,35466,145,32
158131,435.3,71,,35467,,
158136,435.6,71,,35468,,
158141,435.2,71,,35469,,
158146,436,71,,35470,,
158151,437.1,71,,35471,145,32
158156,438,71,,35472,,
158161,438.1,71.03,,35473,,
158166,438,71,,35474,,
158171,438.2,71,,35475,,
158176,439,71,,35476,146.4,32
158181,438,71,,35477,,
158186,438,71,,35478,,
158191,437.7,71,,35479,,
158196,438,71,,35480,,
158201,437,71,,35481,146.4,32
158206,437,71.01,,35482,,
158211,436.9,71,,35483,,
158216,436.6,71.11,,35484,,
158221,436.1,71.11,,35485,,
158226,436.4,71,,35486,146.9,32
158231,436,71,,35487,,
158236,436.3,71,,35488,,
158241,436.5,71,,35489,,
158246,436,71,,35490,,
158251,436.6,71,,35491,146.2,32
158256,436.7,71.13,,35492,,
158261,437.7,71.11,,35493,,
158266,438,71,,35494,,
158271,438.1,71,,35495,,
158276,438,71,,35496,146,32
158281,438.2,71.11,,35497,,
158286,439,71,,35498,,
158291,438.4,71,,35499,,
158296,438,71,,35500,,
158301,438,71,,35501,146,32
158306,438,71,,35502,,
158311,436.3,73.11,,35503,,
158316,446.1,76.98,,35504,,
158321,468.7,79.15,,35505,,
158326,475.9,79.9,,35506,145.8,32
158331,479,80,,35507,,
158336,479.2,80.42,,35508,,
158341,480.6,80.52,,35509,,
158346,482,81,,35510,,
158351,481.7,81,,35511,146,32
158356,482.7,79.5,,35512,,
158361,482,77.77,,35513,,
158366,475.6,77,,35514,,
158371,470.5,75.92,,35515,,
158376,468.9,75.61,,35516,146.5,32.23
158381,468,76,,35517,,
158386,469.1,75,,35518,,
158391,468,75,,35519,,
158396,466.8,75,,35520,,
158401,467,75.3,,35521,146.2,32.21
158406,466,75,,35522,,
158411,464,75,,35523,,
158416,461.7,78.36,,35524,,
158421,470,80,,35525,,
158426,488.5,82.3,,35526,147,32
158431,492.1,82.94,,35527,,
158436,493.3,83.36,,35528,,
158441,495,83.57,,35529,,
158446,495,84,,35530,,
158451,495.5,84,,35531,147,32
158456,497.2,84,,35532,,
158461,497.8,83.57,,35533,,
158466,498,84,,35534,,
158471,499,84,,35535,,
158476,500.7,84,,35536,146.5,32
158481,502,84,,35537,,
158486,503,83,,35538,,
158491,502.7,82.86,,35539,,
158496,503,83,,35540,,
158501,502.3,82.26,,35541,146.3,32.23
158506,502,82,,35542,,
158511,500.1,82,,35543,,
158516,499,82,,35544,,
158521,498.9,81.95,,35545,,
158526,498,82,,35546,145.6,32
158531,498,82,,35547,,
158536,496.7,82,,35548,,
158541,496,82,,35549,,
158546,493.8,82,,35550,,
158551,493,82,,35551,146.4,32.21
158556,492.4,82,,35552,,
158561,491.9,82.14,,35553,,
158566,492.1,82.54,,35554,,
158571,492.8,82.74,,35555,,
158576,494,83,,35556,145.6,32.21
158581,494.6,82.76,,35557,,
158586,495,83,,35558,,
158591,498.6,80.43,,35559,,
158596,487.3,78.28,,35560,,
158601,481,77.46,,35561,146,32
158606,476,77,,35562,,
158611,475.4,76.43,,35563,,
158616,474.4,76,,35564,,
158621,475,76,,35565,,
158626,474,76,,35566,146,32
158631,472.6,76.11,,35567,,
158636,471,76,,35568,,
158641,469.5,76.13,,35569,,
158646,469,76,,35570,,
158651,467.2,76.3,,35571,146.2,32
158656,464.3,78.72,,35572,,
158661,476.7,81.6,,35573,,
158666,486.7,82.84,,35574,,
158671,492.8,83.57,,35575,,
158676,494.8,84,,35576,145,32
158681,495,83.69,,35577,,
158686,494.7,84,,35578,,
158691,496.9,84,,35579,,
158696,497.8,84,,35580,,
158701,498.3,83.89,,35581,147,32.23
158706,500.4,84,,35582,,
158711,502,84,,35583,,
158716,503,82,,35584,,
158721,502,79,,35585,,
158726,478.2,76.22,,35586,146,32
158731,474,76,,35587,,
158736,468,75,,35588,,
158741,468,75,,35589,,
158746,467.3,75,,35590,,
158751,466.4,75,,35591,145.6,32
158756,465.2,75,,35592,,
158761,463.9,75.1,,35593,,
158766,462.8,75,,35594,,
158771,460.9,75,,35595,,
158776,460,75.48,,35596,146,32
158781,459,76,,35597,,
158786,458.7,76.4,,35598,,
158791,460,76.93,,35599,,
158796,462,77,,35600,,
158801,463,77,,35601,146.4,32
158806,463,77,,35602,,
158811,463.4,77,,35603,,
158816,464,77,,35604,,
158821,465.3,77.14,,35605,,
158826,465,77,,35606,146.9,32.21
158831,466,79,,35607,,
158836,477.8,79.81,,35608,,
158841,480,80,,35609,,
158846,482.3,80,,35610,,
158851,482.6,80,,35611,146.4,32.23
158856,482.7,80,,35612,,
158861,482.2,80,,35613,,
158866,482.3,80,,35614,,
158871,482.6,80,,35615,,
158876,482.4,79.66,,35616,145.6,32
158881,482.3,78.19,,35617,,
158886,474.5,76.54,,35618,,
158891,468.8,75.92,,35619,,
158896,467,76,,35620,,
158901,467,76,,35621,145.7,32
158906,467,76,,35622,,
158911,467.7,76,,35623,,
158916,468,76,,35624,,
158921,465.8,76,,35625,,
158926,466,76,,35626,145.7,32.23
158931,464.4,76,,35627,,
158936,465,76,,35628,,
158941,465.8,78.76,,35629,,
158946,476.2,80.07,,35630,,
158951,480.8,80.61,,35631,146,32.21
158956,482.6,80.81,,35632,,
158961,483.2,81,,35633,,
158966,482.7,81,,35634,,
158971,483,80.94,,35635,,
158976,483.4,81,,35636,147,32
158981,484,81,,35637,,
158986,484.9,81,,35638,,
158991,486.3,81,,35639,,
158996,487,81,,35640,,
159001,487.6,80.92,,35641,145.7,32.23
159006,488.2,81,,35642,,
159011,489,81,,35643,,
159016,489.2,78.92,,35644,,
159021,486,78,,35645,,
159026,476.9,77,,35646,145,32
159031,475,77,,35647,,
159036,473.2,77,,35648,,
159041,472,77,,35649,,
159046,471.7,77,,35650,,
159051,472,77,,35651,146,32
159056,471.2,77,,35652,,
159061,470.2,76.53,,35653,,
159066,469,77,,35654,,
159071,468.4,77,,35655,,
159076,468,77,,35656,146.1,32
159081,467.2,77,,35657,,
159086,466.9,77,,35658,,
159091,467.1,76.84,,35659,,
159096,467,77,,35660,,
159101,466.9,77.2,,35661,146,32
159106,465,79,,35662,,
159111,483.7,82.23,,35663,,
159116,490,83,,35664,,
159121,492.9,82.34,,35665,,
159126,493,82,,35666,146.1,32
159131,494,81,,35667,,
159136,484.1,79.23,,35668,,
159141,480,79,,35669,,
159146,479.3,78,,35670,,
159151,479,78,,35671,147,32
159156,478.9,78,,35672,,
159161,479,78,,35673,,
159166,479.6,78,,35674,,
159171,480.3,78,,35675,,
159176,479.8,78,,35676,147,32
159181,479.6,78.16,,35677,,
159186,479,78,,35678,,
159191,478.2,78,,35679,,
159196,478.2,78,,35680,,
159201,478,78,,35681,146,32
159206,476.7,78,,35682,,
159211,476.4,78,,35683,,
159216,476,78,,35684,,
159221,476.1,78,,35685,,
159226,476,78,,35686,145.5,32
159231,476,78,,35687,,
159236,476,78,,35688,,
159241,476,78.16,,35689,,
159246,477,78,,35690,,
159251,477.4,78,,35691,146.2,32
159256,477.6,78,,35692,,
159261,477.9,78,,35693,,
159266,476.8,78,,35694,,
159271,477,77.84,,35695,,
159276,477,78,,35696,145.8,32
159281,476.4,78,,35697,,
159286,476,78,,35698,,
159291,476.4,78,,35699,,
159296,475.4,78,,35700,,
159301,475.9,77.86,,35701,145.9,32.22
159306,476.4,78,,35702,,
159311,475.6,78,,35703,,
159316,475,78,,35704,,
159321,475,78,,35705,,
159326,474.7,78,,35706,146,32
159331,476,78,,35707,,
159336,475.9,78,,35708,,
159341,476,78,,35709,,
159346,477.2,77.84,,35710,,
159351,477,78,,35711,146.4,32.2
