time,a,b,C,t,a_after,b_after
,,,,57163,,
,,,,57164,,
,,,,57165,,
,,,,57166,376.3,62
,,,,57167,,
,,,,57168,,
,,,,57169,,
,,,,57170,,
,,,,57171,376.7,62
,,,,57172,,
,,,,57173,,
,,,,57174,,
,,,,57175,,
,,,,57176,379.3,61.87
,,,,57177,,
,,,,57178,,
,,,,57179,,
,,,,57180,,
,,,,57181,378.8,61.87
,,,,57182,,
,,,,57183,,
,,,,57184,,
,,,,57185,,
,,,,57186,380.6,62
,,,,57187,,
,,,,57188,,
,,,,57189,,
,,,,57190,,
,,,,57191,380.4,62
,,,,57192,,
,,,,57193,,
,,,,57194,,
,,,,57195,,
,,,,57196,384.4,61.68
,,,,57197,,
,,,,57198,,
,,,,57199,,
,,,,57200,,
,,,,57201,385,61
,,,,57202,,
,,,,57203,,
,,,,57204,,
,,,,57205,,
,,,,57206,383.9,60.97
,,,,57207,,
,,,,57208,,
,,,,57209,,
,,,,57210,,
,,,,57211,386,61
,,,,57212,,
,,,,57213,,
,,,,57214,,
,,,,57215,,
,,,,57216,382.1,60.24
,,,,57217,,
,,,,57218,,
,,,,57219,,
,,,,57220,,
,,,,57221,382,60
,,,,57222,,
,,,,57223,,
,,,,57224,,
,,,,57225,,
,,,,57226,381.6,60.22
,,,,57227,,
,,,,57228,,
,,,,57229,,
,,,,57230,,
,,,,57231,381,60
,,,,57232,,
,,,,57233,,
,,,,57234,,
,,,,57235,,
,,,,57236,380.3,60
,,,,57237,,
,,,,57238,,
,,,,57239,,
,,,,57240,,
,,,,57241,378.7,60.24
,,,,57242,,
,,,,57243,,
,,,,57244,,
,,,,57245,,
,,,,57246,378.8,60
,,,,57247,,
,,,,57248,,
,,,,57249,,
,,,,57250,,
,,,,57251,376.9,60
,,,,57252,,
,,,,57253,,
,,,,57254,,
,,,,57255,,
,,,,57256,376,60
,,,,57257,,
,,,,57258,,
,,,,57259,,
,,,,57260,,
,,,,57261,378.3,60
,,,,57262,,
,,,,57263,,
,,,,57264,,
,,,,57265,,
,,,,57266,376.3,60.3
,,,,57267,,
,,,,57268,,
,,,,57269,,
,,,,57270,,
,,,,57271,376.9,60
,,,,57272,,
,,,,57273,,
,,,,57274,,
,,,,57275,,
,,,,57276,376.8,60
,,,,57277,,
,,,,57278,,
,,,,57279,,
,,,,57280,,
,,,,57281,378.2,60
,,,,57282,,
,,,,57283,,
,,,,57284,,
,,,,57285,,
,,,,57286,379,60
,,,,57287,,
,,,,57288,,
,,,,57289,,
,,,,57290,,
,,,,57291,378.6,60
,,,,57292,,
,,,,57293,,
,,,,57294,,
,,,,57295,,
,,,,57296,379,60
,,,,57297,,
,,,,57298,,
,,,,57299,,
,,,,57300,,
,,,,57301,380.1,60.33
,,,,57302,,
,,,,57303,,
,,,,57304,,
,,,,57305,,
,,,,57306,379,60
,,,,57307,,
,,,,57308,,
,,,,57309,,
,,,,57310,,
,,,,57311,379.4,60
,,,,57312,,
,,,,57313,,
,,,,57314,,
,,,,57315,,
,,,,57316,380,60
,,,,57317,,
,,,,57318,,
,,,,57319,,
,,,,57320,,
,,,,57321,379.7,60
,,,,57322,,
,,,,57323,,
,,,,57324,,
,,,,57325,,
,,,,57326,379,60
,,,,57327,,
,,,,57328,,
,,,,57329,,
,,,,57330,,
,,,,57331,378.9,60
,,,,57332,,
,,,,57333,,
,,,,57334,,
,,,,57335,,
,,,,57336,378.3,60
,,,,57337,,
,,,,57338,,
,,,,57339,,
,,,,57340,,
,,,,57341,378.6,60
,,,,57342,,
,,,,57343,,
,,,,57344,,
,,,,57345,,
,,,,57346,377.8,60
,,,,57347,,
,,,,57348,,
,,,,57349,,
,,,,57350,,
,,,,57351,376.6,60
,,,,57352,,
,,,,57353,,
,,,,57354,,
,,,,57355,,
,,,,57356,378,60
,,,,57357,,
,,,,57358,,
,,,,57359,,
,,,,57360,,
,,,,57361,378.4,60.45
,,,,57362,,
,,,,57363,,
,,,,57364,,
,,,,57365,,
,,,,57366,376.9,60
,,,,57367,,
,,,,57368,,
,,,,57369,,
,,,,57370,,
,,,,57371,378,60
,,,,57372,,
,,,,57373,,
,,,,57374,,
,,,,57375,,
,,,,57376,378,60
,,,,57377,,
,,,,57378,,
,,,,57379,,
,,,,57380,,
,,,,57381,378.7,60
,,,,57382,,
,,,,57383,,
,,,,57384,,
,,,,57385,,
,,,,57386,379,61
,,,,57387,,
,,,,57388,,
,,,,57389,,
,,,,57390,,
,,,,57391,378.7,61
,,,,57392,,
,,,,57393,,
,,,,57394,,
,,,,57395,,
,,,,57396,380,61
,,,,57397,,
,,,,57398,,
,,,,57399,,
,,,,57400,,
,,,,57401,379.5,61
,,,,57402,,
,,,,57403,,
,,,,57404,,
,,,,57405,,
,,,,57406,380,61
,,,,57407,,
,,,,57408,,
,,,,57409,,
,,,,57410,,
,,,,57411,379.1,61
,,,,57412,,
,,,,57413,,
,,,,57414,,
,,,,57415,,
,,,,57416,380.4,60.53
,,,,57417,,
,,,,57418,,
,,,,57419,,
,,,,57420,,
,,,,57421,380.8,60.53
,,,,57422,,
,,,,57423,,
,,,,57424,,
,,,,57425,,
,,,,57426,379.5,61
,,,,57427,,
,,,,57428,,
,,,,57429,,
,,,,57430,,
,,,,57431,378.2,61
,,,,57432,,
,,,,57433,,
,,,,57434,,
,,,,57435,,
,,,,57436,379,61
,,,,57437,,
,,,,57438,,
,,,,57439,,
,,,,57440,,
,,,,57441,378.7,61
,,,,57442,,
,,,,57443,,
,,,,57444,,
,,,,57445,,
,,,,57446,378.4,61
,,,,57447,,
,,,,57448,,
,,,,57449,,
,,,,57450,,
,,,,57451,379,61
,,,,57452,,
,,,,57453,,
,,,,57454,,
,,,,57455,,
,,,,57456,377.4,61.12
,,,,57457,,
,,,,57458,,
,,,,57459,,
,,,,57460,,
,,,,57461,380,63
,,,,57462,,
,,,,57463,,
,,,,57464,,
,,,,57465,,
,,,,57466,395.3,64
,,,,57467,,
,,,,57468,,
,,,,57469,,
,,,,57470,,
,,,,57471,399,64
,,,,57472,,
,,,,57473,,
,,,,57474,,
,,,,57475,,
,,,,57476,399.1,64
,,,,57477,,
,,,,57478,,
,,,,57479,,
,,,,57480,,
,,,,57481,400.1,64.11
,,,,57482,,
,,,,57483,,
,,,,57484,,
,,,,57485,,
,,,,57486,398.6,64
,,,,57487,,
,,,,57488,,
,,,,57489,,
,,,,57490,,
,,,,57491,400,64
,,,,57492,,
,,,,57493,,
,,,,57494,,
,,,,57495,,
,,,,57496,399.3,64
,,,,57497,,
,,,,57498,,
,,,,57499,,
,,,,57500,,
,,,,57501,399,64
,,,,57502,,
,,,,57503,,
,,,,57504,,
,,,,57505,,
,,,,57506,400,64
,,,,57507,,
,,,,57508,,
,,,,57509,,
,,,,57510,,
,,,,57511,401,64
,,,,57512,,
,,,,57513,,
,,,,57514,,
,,,,57515,,
,,,,57516,401,64
,,,,57517,,
,,,,57518,,
,,,,57519,,
,,,,57520,,
,,,,57521,403.3,64
,,,,57522,,
,,,,57523,,
,,,,57524,,
,,,,57525,,
,,,,57526,402.9,64
,,,,57527,,
,,,,57528,,
,,,,57529,,
,,,,57530,,
,,,,57531,403.3,64
,,,,57532,,
,,,,57533,,
,,,,57534,,
,,,,57535,,
,,,,57536,404,64
,,,,57537,,
,,,,57538,,
,,,,57539,,
,,,,57540,,
,,,,57541,404.1,64.82
,,,,57542,,
,,,,57543,,
,,,,57544,,
,,,,57545,,
,,,,57546,405,67
,,,,57547,,
,,,,57548,,
,,,,57549,,
,,,,57550,,
,,,,57551,438.6,69.27
,,,,57552,,
,,,,57553,,
,,,,57554,,
,,,,57555,,
,,,,57556,440,69
,,,,57557,,
,,,,57558,,
,,,,57559,,
,,,,57560,,
,,,,57561,441,69
,,,,57562,,
,,,,57563,,
,,,,57564,,
,,,,57565,,
,,,,57566,440.1,69
,,,,57567,,
,,,,57568,,
,,,,57569,,
,,,,57570,,
,,,,57571,439.5,69
,,,,57572,,
,,,,57573,,
,,,,57574,,
,,,,57575,,
,,,,57576,438.8,69.39
,,,,57577,,
,,,,57578,,
,,,,57579,,
,,,,57580,,
,,,,57581,440,69
,,,,57582,,
,,,,57583,,
,,,,57584,,
,,,,57585,,
,,,,57586,439.6,69
,,,,57587,,
,,,,57588,,
,,,,57589,,
,,,,57590,,
,,,,57591,440.5,69
,,,,57592,,
,,,,57593,,
,,,,57594,,
,,,,57595,,
,,,,57596,441.1,69
,,,,57597,,
,,,,57598,,
,,,,57599,,
,,,,57600,,
,,,,57601,441.4,69.39
,,,,57602,,
,,,,57603,,
,,,,57604,,
,,,,57605,,
,,,,57606,442.1,69
,,,,57607,,
,,,,57608,,
,,,,57609,,
,,,,57610,,
,,,,57611,442,69
,,,,57612,,
,,,,57613,,
,,,,57614,,
,,,,57615,,
,,,,57616,443.6,69
,,,,57617,,
,,,,57618,,
,,,,57619,,
,,,,57620,,
,,,,57621,444,69
,,,,57622,,
,,,,57623,,
,,,,57624,,
,,,,57625,,
,,,,57626,443.9,69
,,,,57627,,
,,,,57628,,
,,,,57629,,
,,,,57630,,
,,,,57631,444,69
,,,,57632,,
,,,,57633,,
,,,,57634,,
,,,,57635,,
,,,,57636,444,69
,,,,57637,,
,,,,57638,,
,,,,57639,,
,,,,57640,,
,,,,57641,443.5,69
,,,,57642,,
,,,,57643,,
,,,,57644,,
,,,,57645,,
,,,,57646,443.4,69
,,,,57647,,
,,,,57648,,
,,,,57649,,
,,,,57650,,
,,,,57651,442.7,69
,,,,57652,,
,,,,57653,,
,,,,57654,,
,,,,57655,,
,,,,57656,443,69
,,,,57657,,
,,,,57658,,
,,,,57659,,
,,,,57660,,
,,,,57661,442.2,69.39
,,,,57662,,
,,,,57663,,
,,,,57664,,
,,,,57665,,
,,,,57666,441.9,69
,,,,57667,,
,,,,57668,,
,,,,57669,,
,,,,57670,,
,,,,57671,441.9,69
,,,,57672,,
,,,,57673,,
,,,,57674,,
,,,,57675,,
,,,,57676,442,69
,,,,57677,,
,,,,57678,,
,,,,57679,,
,,,,57680,,
,,,,57681,442,69
,,,,57682,,
,,,,57683,,
,,,,57684,,
,,,,57685,,
,,,,57686,442.4,69
,,,,57687,,
,,,,57688,,
,,,,57689,,
,,,,57690,,
,,,,57691,441.6,69
,,,,57692,,
,,,,57693,,
,,,,57694,,
,,,,57695,,
,,,,57696,442.1,69
,,,,57697,,
,,,,57698,,
,,,,57699,,
,,,,57700,,
,,,,57701,443,69
,,,,57702,,
,,,,57703,,
,,,,57704,,
,,,,57705,,
,,,,57706,442.6,69
,,,,57707,,
,,,,57708,,
,,,,57709,,
,,,,57710,,
,,,,57711,443,69
,,,,57712,,
,,,,57713,,
,,,,57714,,
,,,,57715,,
,,,,57716,443,69
,,,,57717,,
,,,,57718,,
,,,,57719,,
,,,,57720,,
,,,,57721,443.6,69.39
,,,,57722,,
,,,,57723,,
,,,,57724,,
,,,,57725,,
,,,,57726,443.7,69
,,,,57727,,
,,,,57728,,
,,,,57729,,
,,,,57730,,
,,,,57731,443,69
,,,,57732,,
,,,,57733,,
,,,,57734,,
,,,,57735,,
,,,,57736,443.1,69
,,,,57737,,
,,,,57738,,
,,,,57739,,
,,,,57740,,
,,,,57741,443.2,69
,,,,57742,,
,,,,57743,,
,,,,57744,,
,,,,57745,,
,,,,57746,443,69
,,,,57747,,
,,,,57748,,
,,,,57749,,
,,,,57750,,
,,,,57751,442.9,69
,,,,57752,,
,,,,57753,,
,,,,57754,,
,,,,57755,,
,,,,57756,443,69
,,,,57757,,
,,,,57758,,
,,,,57759,,
,,,,57760,,
,,,,57761,443,69
,,,,57762,,
,,,,57763,,
,,,,57764,,
,,,,57765,,
,,,,57766,441.4,69
,,,,57767,,
,,,,57768,,
,,,,57769,,
,,,,57770,,
,,,,57771,441.2,69
,,,,57772,,
,,,,57773,,
,,,,57774,,
,,,,57775,,
,,,,57776,441,72
,,,,57777,,
,,,,57778,,
,,,,57779,,
,,,,57780,,
,,,,57781,461,73.87
,,,,57782,,
,,,,57783,,
,,,,57784,,
,,,,57785,,
,,,,57786,470,74
,,,,57787,,
,,,,57788,,
,,,,57789,,
,,,,57790,,
,,,,57791,472.5,74.58
,,,,57792,,
,,,,57793,,
,,,,57794,,
,,,,57795,,
,,,,57796,473,75
,,,,57797,,
,,,,57798,,
,,,,57799,,
,,,,57800,,
,,,,57801,472.4,75
,,,,57802,,
,,,,57803,,
,,,,57804,,
,,,,57805,,
,,,,57806,473,75
,,,,57807,,
,,,,57808,,
,,,,57809,,
,,,,57810,,
,,,,57811,474,75
,,,,57812,,
,,,,57813,,
,,,,57814,,
,,,,57815,,
,,,,57816,474,75
,,,,57817,,
,,,,57818,,
,,,,57819,,
,,,,57820,,
,,,,57821,474.5,75
,,,,57822,,
,,,,57823,,
,,,,57824,,
,,,,57825,,
,,,,57826,475.3,75
,,,,57827,,
,,,,57828,,
,,,,57829,,
,,,,57830,,
,,,,57831,476.7,75
,,,,57832,,
,,,,57833,,
,,,,57834,,
,,,,57835,,
,,,,57836,476.8,75
,,,,57837,,
,,,,57838,,
,,,,57839,,
,,,,57840,,
,,,,57841,477,74.58
,,,,57842,,
,,,,57843,,
,,,,57844,,
,,,,57845,,
,,,,57846,477.6,75
,,,,57847,,
,,,,57848,,
,,,,57849,,
,,,,57850,,
,,,,57851,477.6,75
,,,,57852,,
,,,,57853,,
,,,,57854,,
,,,,57855,,
,,,,57856,477,75
,,,,57857,,
,,,,57858,,
,,,,57859,,
,,,,57860,,
,,,,57861,476.7,75
,,,,57862,,
,,,,57863,,
,,,,57864,,
,,,,57865,,
,,,,57866,476,75
,,,,57867,,
,,,,57868,,
,,,,57869,,
,,,,57870,,
,,,,57871,476,75
,,,,57872,,
,,,,57873,,
,,,,57874,,
,,,,57875,,
,,,,57876,475,75
,,,,57877,,
,,,,57878,,
,,,,57879,,
,,,,57880,,
,,,,57881,474,75
,,,,57882,,
,,,,57883,,
,,,,57884,,
,,,,57885,,
,,,,57886,474.1,75
,,,,57887,,
,,,,57888,,
,,,,57889,,
,,,,57890,,
,,,,57891,474,75
,,,,57892,,
,,,,57893,,
,,,,57894,,
,,,,57895,,
,,,,57896,474.1,75
,,,,57897,,
,,,,57898,,
,,,,57899,,
,,,,57900,,
,,,,57901,473.8,74.6
,,,,57902,,
,,,,57903,,
,,,,57904,,
,,,,57905,,
,,,,57906,473.9,75
,,,,57907,,
,,,,57908,,
,,,,57909,,
,,,,57910,,
,,,,57911,474.4,75
,,,,57912,,
,,,,57913,,
,,,,57914,,
,,,,57915,,
,,,,57916,474.4,75
,,,,57917,,
,,,,57918,,
,,,,57919,,
,,,,57920,,
,,,,57921,474.3,75
,,,,57922,,
,,,,57923,,
,,,,57924,,
,,,,57925,,
,,,,57926,475,75
,,,,57927,,
,,,,57928,,
,,,,57929,,
,,,,57930,,
,,,,57931,476,75
,,,,57932,,
,,,,57933,,
,,,,57934,,
,,,,57935,,
,,,,57936,475.5,75
,,,,57937,,
,,,,57938,,
,,,,57939,,
,,,,57940,,
,,,,57941,475.9,74.6
,,,,57942,,
,,,,57943,,
,,,,57944,,
,,,,57945,,
,,,,57946,476,75
,,,,57947,,
,,,,57948,,
,,,,57949,,
,,,,57950,,
,,,,57951,476.4,75
,,,,57952,,
,,,,57953,,
,,,,57954,,
,,,,57955,,
,,,,57956,477,75
,,,,57957,,
,,,,57958,,
,,,,57959,,
,,,,57960,,
,,,,57961,477,75.4
,,,,57962,,
,,,,57963,,
,,,,57964,,
,,,,57965,,
,,,,57966,480.4,76
,,,,57967,,
,,,,57968,,
,,,,57969,,
,,,,57970,,
,,,,57971,481,76
,,,,57972,,
,,,,57973,,
,,,,57974,,
,,,,57975,,
,,,,57976,479.8,75.82
,,,,57977,,
,,,,57978,,
,,,,57979,,
,,,,57980,,
,,,,57981,481,76
,,,,57982,,
,,,,57983,,
,,,,57984,,
,,,,57985,,
,,,,57986,481,76
,,,,57987,,
,,,,57988,,
,,,,57989,,
,,,,57990,,
,,,,57991,481,76
,,,,57992,,
,,,,57993,,
,,,,57994,,
,,,,57995,,
,,,,57996,481.8,76
,,,,57997,,
,,,,57998,,
,,,,57999,,
,,,,58000,,
,,,,58001,482,76
,,,,58002,,
,,,,58003,,
,,,,58004,,
,,,,58005,,
,,,,58006,482,76
,,,,58007,,
,,,,58008,,
,,,,58009,,
,,,,58010,,
,,,,58011,482.6,76
,,,,58012,,
,,,,58013,,
,,,,58014,,
,,,,58015,,
,,,,58016,482.6,76
,,,,58017,,
,,,,58018,,
,,,,58019,,
,,,,58020,,
,,,,58021,483.5,75.91
,,,,58022,,
,,,,58023,,
,,,,58024,,
,,,,58025,,
,,,,58026,484,76
,,,,58027,,
,,,,58028,,
,,,,58029,,
,,,,58030,,
,,,,58031,484.3,76
,,,,58032,,
,,,,58033,,
,,,,58034,,
,,,,58035,,
,,,,58036,484.7,76
,,,,58037,,
,,,,58038,,
,,,,58039,,
,,,,58040,,
,,,,58041,484.6,76
,,,,58042,,
,,,,58043,,
,,,,58044,,
,,,,58045,,
,,,,58046,484.6,74.45
,,,,58047,,
,,,,58048,,
,,,,58049,,
,,,,58050,,
,,,,58051,471.9,67.8
,,,,58052,,
,,,,58053,,
,,,,58054,,
,,,,58055,,
,,,,58056,436,63
,,,,58057,,
,,,,58058,,
,,,,58059,,
,,,,58060,,
,,,,58061,395.6,60.64
,,,,58062,,
,,,,58063,,
,,,,58064,,
,,,,58065,,
,,,,58066,389,60
,,,,58067,,
,,,,58068,,
,,,,58069,,
,,,,58070,,
,,,,58071,392.1,60
,,,,58072,,
,,,,58073,,
,,,,58074,,
,,,,58075,,
,,,,58076,390,60
,,,,58077,,
,,,,58078,,
,,,,58079,,
,,,,58080,,
,,,,58081,390.3,60.13
,,,,58082,,
,,,,58083,,
,,,,58084,,
,,,,58085,,
,,,,58086,389.5,60
,,,,58087,,
,,,,58088,,
,,,,58089,,
,,,,58090,,
,,,,58091,385.2,60
,,,,58092,,
,,,,58093,,
,,,,58094,,
,,,,58095,,
,,,,58096,385.1,60
,,,,58097,,
,,,,58098,,
,,,,58099,,
,,,,58100,,
,,,,58101,383.2,60.34
,,,,58102,,
,,,,58103,,
,,,,58104,,
,,,,58105,,
,,,,58106,377.2,61.03
,,,,58107,,
,,,,58108,,
,,,,58109,,
,,,,58110,,
,,,,58111,377.4,61.75
,,,,58112,,
,,,,58113,,
,,,,58114,,
,,,,58115,,
,,,,58116,380.8,63.44
,,,,58117,,
,,,,58118,,
,,,,58119,,
,,,,58120,,
,,,,58121,399.1,66.3
,,,,58122,,
,,,,58123,,
,,,,58124,,
,,,,58125,,
,,,,58126,410,67
,,,,58127,,
,,,,58128,,
,,,,58129,,
,,,,58130,,
,,,,58131,416.2,67
,,,,58132,,
,,,,58133,,
,,,,58134,,
,,,,58135,,
,,,,58136,414.1,67.41
,,,,58137,,
,,,,58138,,
,,,,58139,,
,,,,58140,,
,,,,58141,416.1,67.56
,,,,58142,,
,,,,58143,,
,,,,58144,,
,,,,58145,,
,,,,58146,418.2,68
,,,,58147,,
,,,,58148,,
,,,,58149,,
,,,,58150,,
,,,,58151,420,68
,,,,58152,,
,,,,58153,,
,,,,58154,,
,,,,58155,,
,,,,58156,424.2,67.34
,,,,58157,,
,,,,58158,,
,,,,58159,,
,,,,58160,,
,,,,58161,425,67
,,,,58162,,
,,,,58163,,
,,,,58164,,
,,,,58165,,
,,,,58166,426.8,65.93
,,,,58167,,
,,,,58168,,
,,,,58169,,
,,,,58170,,
,,,,58171,425.1,65.04
,,,,58172,,
,,,,58173,,
,,,,58174,,
,,,,58175,,
,,,,58176,424.9,65
,,,,58177,,
,,,,58178,,
,,,,58179,,
,,,,58180,,
,,,,58181,423.4,64.41
,,,,58182,,
,,,,58183,,
,,,,58184,,
,,,,58185,,
,,,,58186,419.7,64
,,,,58187,,
,,,,58188,,
,,,,58189,,
,,,,58190,,
,,,,58191,420.3,64
,,,,58192,,
,,,,58193,,
,,,,58194,,
,,,,58195,,
,,,,58196,418.6,64
,,,,58197,,
,,,,58198,,
,,,,58199,,
,,,,58200,,
,,,,58201,417.6,64.32
,,,,58202,,
,,,,58203,,
,,,,58204,,
,,,,58205,,
,,,,58206,415.2,64
,,,,58207,,
,,,,58208,,
,,,,58209,,
,,,,58210,,
,,,,58211,413.5,64
,,,,58212,,
,,,,58213,,
,,,,58214,,
,,,,58215,,
,,,,58216,412,64.52
,,,,58217,,
,,,,58218,,
,,,,58219,,
,,,,58220,,
,,,,58221,408.4,65.11
,,,,58222,,
,,,,58223,,
,,,,58224,,
,,,,58225,,
,,,,58226,407,66
,,,,58227,,
,,,,58228,,
,,,,58229,,
,,,,58230,,
,,,,58231,410.5,66.32
,,,,58232,,
,,,,58233,,
,,,,58234,,
,,,,58235,,
,,,,58236,413,67
,,,,58237,,
,,,,58238,,
,,,,58239,,
,,,,58240,,
,,,,58241,414.7,67
,,,,58242,,
,,,,58243,,
,,,,58244,,
,,,,58245,,
,,,,58246,416,67
,,,,58247,,
,,,,58248,,
,,,,58249,,
,,,,58250,,
,,,,58251,417,67
,,,,58252,,
,,,,58253,,
,,,,58254,,
,,,,58255,,
,,,,58256,418.2,67
,,,,58257,,
,,,,58258,,
,,,,58259,,
,,,,58260,,
,,,,58261,418.5,66.84
,,,,58262,,
,,,,58263,,
,,,,58264,,
,,,,58265,,
,,,,58266,420.9,67
,,,,58267,,
,,,,58268,,
,,,,58269,,
,,,,58270,,
,,,,58271,423,67
,,,,58272,,
,,,,58273,,
,,,,58274,,
,,,,58275,,
,,,,58276,423.3,66
,,,,58277,,
,,,,58278,,
,,,,58279,,
,,,,58280,,
,,,,58281,422.2,65.24
,,,,58282,,
,,,,58283,,
,,,,58284,,
,,,,58285,,
,,,,58286,422.3,64.82
,,,,58287,,
,,,,58288,,
,,,,58289,,
,,,,58290,,
,,,,58291,420.2,65
,,,,58292,,
,,,,58293,,
,,,,58294,,
,,,,58295,,
,,,,58296,418,65
,,,,58297,,
,,,,58298,,
,,,,58299,,
,,,,58300,,
,,,,58301,422.9,68.74
,,,,58302,,
,,,,58303,,
,,,,58304,,
,,,,58305,,
,,,,58306,442,70
,,,,58307,,
,,,,58308,,
,,,,58309,,
,,,,58310,,
,,,,58311,450.1,70.72
,,,,58312,,
,,,,58313,,
,,,,58314,,
,,,,58315,,
,,,,58316,450,71
,,,,58317,,
,,,,58318,,
,,,,58319,,
,,,,58320,,
,,,,58321,448.3,71.1
,,,,58322,,
,,,,58323,,
,,,,58324,,
,,,,58325,,
,,,,58326,448.5,71.33
,,,,58327,,
,,,,58328,,
,,,,58329,,
,,,,58330,,
,,,,58331,449.3,72
,,,,58332,,
,,,,58333,,
,,,,58334,,
,,,,58335,,
,,,,58336,450.6,72
,,,,58337,,
,,,,58338,,
,,,,58339,,
,,,,58340,,
,,,,58341,451.4,72
,,,,58342,,
,,,,58343,,
,,,,58344,,
,,,,58345,,
,,,,58346,452.1,72
,,,,58347,,
,,,,58348,,
,,,,58349,,
,,,,58350,,
,,,,58351,453.1,72
,,,,58352,,
,,,,58353,,
,,,,58354,,
,,,,58355,,
,,,,58356,454.5,72
,,,,58357,,
,,,,58358,,
,,,,58359,,
,,,,58360,,
,,,,58361,455,72
,,,,58362,,
,,,,58363,,
,,,,58364,,
,,,,58365,,
,,,,58366,457,72
,,,,58367,,
,,,,58368,,
,,,,58369,,
,,,,58370,,
,,,,58371,458,72
,,,,58372,,
,,,,58373,,
,,,,58374,,
,,,,58375,,
,,,,58376,458.6,70.85
,,,,58377,,
,,,,58378,,
,,,,58379,,
,,,,58380,,
,,,,58381,458.4,70.71
,,,,58382,,
,,,,58383,,
,,,,58384,,
,,,,58385,,
,,,,58386,458,71
,,,,58387,,
,,,,58388,,
,,,,58389,,
,,,,58390,,
,,,,58391,458,71
,,,,58392,,
,,,,58393,,
,,,,58394,,
,,,,58395,,
,,,,58396,457.2,71
,,,,58397,,
,,,,58398,,
,,,,58399,,
,,,,58400,,
,,,,58401,457.1,71
,,,,58402,,
,,,,58403,,
,,,,58404,,
,,,,58405,,
,,,,58406,456,71
,,,,58407,,
,,,,58408,,
,,,,58409,,
,,,,58410,,
,,,,58411,454.8,71
,,,,58412,,
,,,,58413,,
,,,,58414,,
,,,,58415,,
,,,,58416,453.5,71
,,,,58417,,
,,,,58418,,
,,,,58419,,
,,,,58420,,
,,,,58421,452.4,71
,,,,58422,,
,,,,58423,,
,,,,58424,,
,,,,58425,,
,,,,58426,451.8,70.82
,,,,58427,,
,,,,58428,,
,,,,58429,,
,,,,58430,,
,,,,58431,451,71.31
,,,,58432,,
,,,,58433,,
,,,,58434,,
,,,,58435,,
,,,,58436,451.9,72
,,,,58437,,
,,,,58438,,
,,,,58439,,
,,,,58440,,
,,,,58441,452.8,71.73
,,,,58442,,
,,,,58443,,
,,,,58444,,
,,,,58445,,
,,,,58446,454,72
,,,,58447,,
,,,,58448,,
,,,,58449,,
,,,,58450,,
,,,,58451,454.5,72
,,,,58452,,
,,,,58453,,
,,,,58454,,
,,,,58455,,
,,,,58456,455,72
,,,,58457,,
,,,,58458,,
,,,,58459,,
,,,,58460,,
,,,,58461,455.5,72
,,,,58462,,
,,,,58463,,
,,,,58464,,
,,,,58465,,
,,,,58466,456,72
,,,,58467,,
,,,,58468,,
,,,,58469,,
,,,,58470,,
,,,,58471,455,72
,,,,58472,,
,,,,58473,,
,,,,58474,,
,,,,58475,,
,,,,58476,455,72
,,,,58477,,
,,,,58478,,
,,,,58479,,
,,,,58480,,
,,,,58481,456.5,71
,,,,58482,,
,,,,58483,,
,,,,58484,,
,,,,58485,,
,,,,58486,455.6,70.82
,,,,58487,,
,,,,58488,,
,,,,58489,,
,,,,58490,,
,,,,58491,456,71
,,,,58492,,
,,,,58493,,
,,,,58494,,
,,,,58495,,
,,,,58496,455.7,70.6
,,,,58497,,
,,,,58498,,
,,,,58499,,
,,,,58500,,
,,,,58501,456.4,70.29
,,,,58502,,
,,,,58503,,
,,,,58504,,
,,,,58505,,
,,,,58506,455,70
,,,,58507,,
,,,,58508,,
,,,,58509,,
,,,,58510,,
,,,,58511,455,70
,,,,58512,,
,,,,58513,,
,,,,58514,,
,,,,58515,,
,,,,58516,454.5,70
,,,,58517,,
,,,,58518,,
,,,,58519,,
,,,,58520,,
,,,,58521,454,70
,,,,58522,,
,,,,58523,,
,,,,58524,,
,,,,58525,,
,,,,58526,453.9,70
,,,,58527,,
,,,,58528,,
,,,,58529,,
,,,,58530,,
,,,,58531,454,70
,,,,58532,,
,,,,58533,,
,,,,58534,,
,,,,58535,,
,,,,58536,453,70
,,,,58537,,
,,,,58538,,
,,,,58539,,
,,,,58540,,
,,,,58541,453,70
,,,,58542,,
,,,,58543,,
,,,,58544,,
,,,,58545,,
,,,,58546,453,70
,,,,58547,,
,,,,58548,,
,,,,58549,,
,,,,58550,,
,,,,58551,452,70
,,,,58552,,
,,,,58553,,
,,,,58554,,
,,,,58555,,
,,,,58556,452,70
,,,,58557,,
,,,,58558,,
,,,,58559,,
,,,,58560,,
,,,,58561,452.1,70.29
,,,,58562,,
,,,,58563,,
,,,,58564,,
,,,,58565,,
,,,,58566,452,70
,,,,58567,,
,,,,58568,,
,,,,58569,,
,,,,58570,,
,,,,58571,452.7,70
,,,,58572,,
,,,,58573,,
,,,,58574,,
,,,,58575,,
,,,,58576,452,70
,,,,58577,,
,,,,58578,,
,,,,58579,,
,,,,58580,,
,,,,58581,453,70
,,,,58582,,
,,,,58583,,
,,,,58584,,
,,,,58585,,
,,,,58586,453,70
,,,,58587,,
,,,,58588,,
,,,,58589,,
,,,,58590,,
,,,,58591,453.4,70
,,,,58592,,
,,,,58593,,
,,,,58594,,
,,,,58595,,
,,,,58596,453.3,70
,,,,58597,,
,,,,58598,,
